date,glb_mean,glb_clim,glb_anom,glb_std,ask_mean,ask_clim,ask_anom,ask_std,es_mean,es_clim,es_anom,es_std,ys_mean,ys_clim,ys_anom,ys_std,ecs_mean,ecs_clim,ecs_anom,ecs_std,unit
1981-01-01,93.47568757238012,92.3444012079461,1.1312863644340183,3.026791517330868,66.7648305237269,83.6805941958846,-16.915763672157695,14.505475868560595,46.98524702003687,59.36442299510951,-12.379175975072634,12.52232338942912,20.12027812833312,22.99868597731776,-2.87840784898464,10.303482454453766,69.25131061957016,94.63460892896757,-25.383298309397404,27.563706482377665,mm/month
1981-02-01,83.3510491910472,82.43978514913515,0.9112640419120481,2.688105363117435,60.65704710560079,73.9775728627797,-13.320525757178906,16.269922406361914,36.094989178061816,48.85988965485196,-12.764900476790146,9.827486274199858,21.53099694576804,26.328814806229897,-4.797817860461855,12.275868987599518,87.50709588139783,101.3029672368462,-13.79587135544837,34.96292926804686,mm/month
1981-03-01,88.17614087208456,87.7996540544033,0.37648681768125414,3.4711743531622705,92.01376649482864,94.63494961809582,-2.6211831232671727,14.1456423100521,56.84058001161629,55.59732976318125,1.2432502484350394,9.712387744129849,40.84031705364696,40.99401475634424,-0.15369770269727923,17.33182436674127,151.35980129708076,146.50920734596485,4.850593951115911,39.749577307123396,mm/month
1981-04-01,91.24131577641774,88.91314449569215,2.3281712807255843,2.19504958247844,91.16193510811766,109.20553040587556,-18.043595297757903,19.53667931539391,71.92580675672603,66.37303071931417,5.55277603741186,15.411358764128108,42.61673741260058,54.069600208022656,-11.452862795422078,16.384412090228338,141.71988239646856,159.32052493322584,-17.600642536757277,29.59101970504548,mm/month
1981-05-01,95.471106640966,93.79360425447425,1.6775023864917529,2.907636252027915,161.9069076495758,151.91967706336487,9.987230586210927,21.896437331200087,99.90258947719587,88.55058881632641,11.352000660869464,20.787584136416992,51.02564254507779,77.7537961942289,-26.72815364915111,20.72474841460292,215.7288872398198,192.40996119696104,23.318926042858777,46.029050822851,mm/month
1981-06-01,98.99239018283131,94.36391290880964,4.628477274021677,2.9878086382693185,175.84231406253627,169.8744995825078,5.967814480028466,17.776169318160914,137.38022726181967,113.56890536807472,23.811321893744946,25.589556081472605,111.9995632099736,124.47825166277046,-12.47868845279686,33.59687667179983,239.7845940244006,268.12934341215345,-28.34474938775284,52.423813542016504,mm/month
1981-07-01,97.64065858257544,94.1505229408963,3.490135641679146,3.817874141038338,164.1929417011701,152.42521976949942,11.767721931670678,27.358047502799153,128.9788697794156,150.7299199558009,-21.75105017638532,34.16728569285034,193.9171987583722,197.25191053712928,-3.3347117787570824,41.62233412887216,199.72365872274605,176.75412938148952,22.969529341256532,51.55395639190056,mm/month
1981-08-01,93.78764319081792,83.38150566155251,10.406137529265408,4.42470947250565,192.2483341681165,161.1811817198606,31.067152448255882,23.520472536742272,192.2045477761371,124.76630131161144,67.43824646452566,31.505712955251223,114.58650156522069,158.7635699361388,-44.17706837091811,43.56914103918541,176.2081455248926,183.3952407075357,-7.187095182643105,44.69650075755507,mm/month
1981-09-01,91.0580600593526,88.79673593165587,2.2613241276967244,2.4599297542978,162.46559889387385,156.01100698131722,6.454591912556623,22.691189708285343,114.54165417163074,125.91275792039194,-11.3711037487612,34.74826862771742,96.43751580859762,92.630598908017,3.8069169005806174,42.77432687358884,211.22765533061173,185.69276245479304,25.534892875818684,55.66646101447862,mm/month
1981-10-01,81.92509295019681,89.15646732716802,-7.231374376971203,3.030172759644901,117.95813767483516,125.92020220440908,-7.962064529573922,14.050495032798691,95.5371034469036,78.09887671519384,17.43822673170976,14.203643225045932,58.77708693796979,42.16084892328666,16.616238014683134,17.57526767633336,99.99653864965109,110.72611180341596,-10.729573153764875,42.391590699258686,mm/month
1981-11-01,102.82839506185788,93.60893211349978,9.2194629483581,4.38082905066304,114.93059816752282,111.32046726647071,3.610130901052102,16.265144941472634,76.31828490025342,74.66693336787704,1.6513515323763812,14.510634766797356,37.22905628213598,38.14478970788937,-0.9157334257533947,21.15824179846257,152.11411075626748,102.86212799266724,49.25198276360024,34.62151657892582,mm/month
1981-12-01,100.04088623411964,93.79442994234554,6.246456291774095,3.302338250746314,78.61291718431754,91.94637018415338,-13.333452999835842,16.197479677366967,44.31951302596091,63.924979126181256,-19.605466100220347,13.357686942046861,8.454925063351013,22.34188185644533,-13.886956793094317,9.558464919139684,48.78826626948247,78.42800784670993,-29.63974157722746,24.932749499314617,mm/month
1982-01-01,90.6333275609304,92.3444012079461,-1.7110736470157093,3.026791517330868,71.47853582462047,83.6805941958846,-12.20205837126413,14.505475868560595,53.74385605267024,59.36442299510951,-5.620566942439268,12.52232338942912,16.577641639676802,22.99868597731776,-6.421044337640957,10.303482454453766,55.20510433575062,94.63460892896757,-39.42950459321695,27.563706482377665,mm/month
1982-02-01,83.7108544285641,82.43978514913515,1.271069279428957,2.688105363117435,67.26986866220338,73.9775728627797,-6.707704200576316,16.269922406361914,31.219697990236067,48.85988965485196,-17.640191664615894,9.827486274199858,18.954597497394797,26.328814806229897,-7.3742173088350995,12.275868987599518,111.4582505174088,101.3029672368462,10.1552832805626,34.96292926804686,mm/month
1982-03-01,77.60665140248938,87.7996540544033,-10.193002651913929,3.4711743531622705,72.78467892503528,94.63494961809582,-21.850270693060537,14.1456423100521,47.22269494763883,55.59732976318125,-8.374634815542422,9.712387744129849,30.09343130907626,40.99401475634424,-10.900583447267984,17.33182436674127,109.87052797536803,146.50920734596485,-36.63867937059682,39.749577307123396,mm/month
1982-04-01,89.04740268614977,88.91314449569215,0.134258190457615,2.19504958247844,107.4665743182036,109.20553040587556,-1.7389560876719656,19.53667931539391,60.85533264679472,66.37303071931417,-5.517698072519451,15.411358764128108,39.89957970237325,54.069600208022656,-14.170020505649404,16.384412090228338,139.85292013709176,159.32052493322584,-19.467604796134083,29.59101970504548,mm/month
1982-05-01,96.29516327526632,93.79360425447425,2.5015590207920724,2.907636252027915,126.76472591495336,151.91967706336487,-25.154951148411513,21.896437331200087,88.18600907442563,88.55058881632641,-0.36457974190078346,20.787584136416992,67.90851198718336,77.7537961942289,-9.845284207045538,20.72474841460292,158.16838476681252,192.40996119696104,-34.24157643014851,46.029050822851,mm/month
1982-06-01,98.42766666921897,94.36391290880964,4.063753760409327,2.9878086382693185,178.7794449291199,169.8744995825078,8.904945346612095,17.776169318160914,69.49452621648662,113.56890536807472,-44.074379151588104,25.589556081472605,69.1128646841545,124.47825166277046,-55.36538697861596,33.59687667179983,266.266537241816,268.12934341215345,-1.8628061703374215,52.423813542016504,mm/month
1982-07-01,94.809817923867,94.1505229408963,0.6592949829707067,3.817874141038338,162.96576668874454,152.42521976949942,10.540546919245116,27.358047502799153,129.55229585229466,150.7299199558009,-21.177624103506247,34.16728569285034,160.3690808840979,197.25191053712928,-36.882829653031365,41.62233412887216,240.67179416994864,176.75412938148952,63.91766478845912,51.55395639190056,mm/month
1982-08-01,79.4169821297104,83.38150566155251,-3.9645235318421044,4.42470947250565,149.3133478525079,161.1811817198606,-11.867833867352715,23.520472536742272,111.94336140439871,124.76630131161144,-12.822939907212728,31.505712955251223,152.60234754339,158.7635699361388,-6.161222392748783,43.56914103918541,182.515935326947,183.3952407075357,-0.8793053805887041,44.69650075755507,mm/month
1982-09-01,93.89267337321292,88.79673593165587,5.095937441557041,2.4599297542978,138.14317796415608,156.01100698131722,-17.867829017161142,22.691189708285343,104.02176885365898,125.91275792039194,-21.890989066732956,34.74826862771742,42.53616697802162,92.630598908017,-50.09443192999539,42.77432687358884,114.01866238836804,185.69276245479304,-71.674100066425,55.66646101447862,mm/month
1982-10-01,87.46018893274073,89.15646732716802,-1.6962783944272815,3.030172759644901,110.84799635211654,125.92020220440908,-15.07220585229254,14.050495032798691,62.03063141069591,78.09887671519384,-16.06824530449793,14.203643225045932,35.014768490358364,42.16084892328666,-7.146080432928294,17.57526767633336,70.97016127648568,110.72611180341596,-39.75595052693028,42.391590699258686,mm/month
1982-11-01,91.56156855102584,93.60893211349978,-2.047363562473933,4.38082905066304,97.95068704897456,111.32046726647071,-13.369780217496157,16.265144941472634,91.09678167961356,74.66693336787704,16.42984831173652,14.510634766797356,83.6410702364721,38.14478970788937,45.49628052858273,21.15824179846257,141.22135593116636,102.86212799266724,38.35922793849912,34.62151657892582,mm/month
1982-12-01,98.02997377035491,93.79442994234554,4.235543828009369,3.302338250746314,129.34116383843934,91.94637018415338,37.39479365428596,16.197479677366967,55.82710227498595,63.924979126181256,-8.09787685119531,13.357686942046861,25.521370842096808,22.34188185644533,3.179488985651478,9.558464919139684,83.26917757730531,78.42800784670993,4.841169730595382,24.932749499314617,mm/month
1983-01-01,94.79022294096973,92.3444012079461,2.445821733023621,3.026791517330868,93.03236746326948,83.6805941958846,9.351773267384885,14.505475868560595,40.606510062226285,59.36442299510951,-18.757912932883222,12.52232338942912,18.776178978486428,22.99868597731776,-4.2225069988313315,10.303482454453766,108.93077412309884,94.63460892896757,14.296165194131277,27.563706482377665,mm/month
1983-02-01,85.55210481704752,82.43978514913515,3.1123196679123737,2.688105363117435,101.34552416178416,73.9775728627797,27.36795129900446,16.269922406361914,49.12948948682065,48.85988965485196,0.26959983196869075,9.827486274199858,24.25750588742286,26.328814806229897,-2.0713089188070377,12.275868987599518,143.99763443358688,101.3029672368462,42.69466719674068,34.96292926804686,mm/month
1983-03-01,88.36030954484481,87.7996540544033,0.5606554904415049,3.4711743531622705,120.3902929012321,94.63494961809582,25.755343283136284,14.1456423100521,57.4011702323538,55.59732976318125,1.803840469172549,9.712387744129849,35.29734971559297,40.99401475634424,-5.69666504075127,17.33182436674127,179.99181053706576,146.50920734596485,33.48260319110091,39.749577307123396,mm/month
1983-04-01,91.70026397467808,88.91314449569215,2.787119478985929,2.19504958247844,112.63989313115476,109.20553040587556,3.4343627252792004,19.53667931539391,88.86782804888577,66.37303071931417,22.494797329571597,15.411358764128108,78.0158515743764,54.069600208022656,23.946251366353742,16.384412090228338,194.7423495783495,159.32052493322584,35.42182464512365,29.59101970504548,mm/month
1983-05-01,92.8878045209138,93.79360425447425,-0.9057997335604426,2.907636252027915,157.40815173774263,151.91967706336487,5.4884746743777555,21.896437331200087,73.05209995966649,88.55058881632641,-15.498488856659918,20.787584136416992,69.63426866412331,77.7537961942289,-8.119527530105586,20.72474841460292,198.33325134897672,192.40996119696104,5.9232901520156815,46.029050822851,mm/month
1983-06-01,99.22736215486074,94.36391290880964,4.863449246051104,2.9878086382693185,185.1584346350572,169.8744995825078,15.283935052549396,17.776169318160914,107.4399211045844,113.56890536807472,-6.128984263490324,25.589556081472605,88.44527096695764,124.47825166277046,-36.032980695812824,33.59687667179983,345.5089195300116,268.12934341215345,77.37957611785816,52.423813542016504,mm/month
1983-07-01,103.32302908714183,94.1505229408963,9.172506146245539,3.817874141038338,150.30718262526884,152.42521976949942,-2.118037144230584,27.358047502799153,180.6097024147721,150.7299199558009,29.879782458971192,34.16728569285034,243.5299841888204,197.25191053712928,46.27807365169113,41.62233412887216,205.70424559825736,176.75412938148952,28.95011621676784,51.55395639190056,mm/month
1983-08-01,93.28159721934506,83.38150566155251,9.90009155779255,4.42470947250565,212.08466720443403,161.1811817198606,50.90348548457342,23.520472536742272,92.23874899442612,124.76630131161144,-32.527552317185325,31.505712955251223,116.97980023397888,158.7635699361388,-41.783769702159915,43.56914103918541,187.7177947705497,183.3952407075357,4.322554063013996,44.69650075755507,mm/month
1983-09-01,87.3413570083667,88.79673593165587,-1.4553789232891745,2.4599297542978,133.51483988566503,156.01100698131722,-22.496167095652197,22.691189708285343,133.92312275326472,125.91275792039194,8.010364832872781,34.74826862771742,106.34278689938158,92.630598908017,13.712187991364573,42.77432687358884,215.7355864977248,185.69276245479304,30.042824042931755,55.66646101447862,mm/month
1983-10-01,90.75770434857034,89.15646732716802,1.6012370214023264,3.030172759644901,119.67118142152908,125.92020220440908,-6.249020782879995,14.050495032798691,72.14749957234892,78.09887671519384,-5.951377142844919,14.203643225045932,56.94108267836325,42.16084892328666,14.780233755076594,17.57526767633336,138.30806348937983,110.72611180341596,27.581951685963872,42.391590699258686,mm/month
1983-11-01,101.47278339989778,93.60893211349978,7.863851286398003,4.38082905066304,136.42377313786142,111.32046726647071,25.103305871390702,16.265144941472634,64.36637417526642,74.66693336787704,-10.30055919261062,14.510634766797356,16.61693193061714,38.14478970788937,-21.52785777727223,21.15824179846257,46.7857283598864,102.86212799266724,-56.07639963278084,34.62151657892582,mm/month
1983-12-01,95.86424818717354,93.79442994234554,2.0698182448279994,3.302338250746314,75.6595735039166,91.94637018415338,-16.286796680236776,16.197479677366967,56.10323823902335,63.924979126181256,-7.821740887157908,13.357686942046861,9.520296726589423,22.34188185644533,-12.821585129855906,9.558464919139684,58.819040117742986,78.42800784670993,-19.608967728966945,24.932749499314617,mm/month
1984-01-01,96.44106165083662,92.3444012079461,4.09666044289051,3.026791517330868,83.81672469997055,83.6805941958846,0.13613050408595484,14.505475868560595,56.4680255046256,59.36442299510951,-2.8963974904839063,12.52232338942912,12.07414429816338,22.99868597731776,-10.924541679154379,10.303482454453766,98.8933204943708,94.63460892896757,4.258711565403232,27.563706482377665,mm/month
1984-02-01,87.61339095387193,82.43978514913515,5.1736058047367806,2.688105363117435,72.44243631877679,73.9775728627797,-1.5351365440029099,16.269922406361914,46.29486876723868,48.85988965485196,-2.5650208876132794,9.827486274199858,11.988820498131757,26.328814806229897,-14.33999430809814,12.275868987599518,95.5366198510878,101.3029672368462,-5.766347385758394,34.96292926804686,mm/month
1984-03-01,88.93601537843661,87.7996540544033,1.1363613240333024,3.4711743531622705,90.7445274193658,94.63494961809582,-3.890422198730022,14.1456423100521,43.02127077879079,55.59732976318125,-12.576058984390457,9.712387744129849,21.0445171097204,40.99401475634424,-19.949497646623843,17.33182436674127,143.74011792742743,146.50920734596485,-2.769089418537419,39.749577307123396,mm/month
1984-04-01,93.87956306091472,88.91314449569215,4.966418565222568,2.19504958247844,141.9157950903752,109.20553040587556,32.71026468449965,19.53667931539391,65.76248182259772,66.37303071931417,-0.6105488967164518,15.411358764128108,57.144674020696776,54.069600208022656,3.0750738126741197,16.384412090228338,210.3444955891001,159.32052493322584,51.02397065587425,29.59101970504548,mm/month
1984-05-01,96.29201492070008,93.79360425447425,2.498410666225837,2.907636252027915,147.83983704953857,151.91967706336487,-4.079840013826299,21.896437331200087,58.30556565704729,88.55058881632641,-30.24502315927912,20.787584136416992,51.25386540102263,77.7537961942289,-26.499930793206268,20.72474841460292,204.36734007152924,192.40996119696104,11.957378874568207,46.029050822851,mm/month
1984-06-01,97.63716786962355,94.36391290880964,3.273254960813915,2.9878086382693185,151.2312407454858,169.8744995825078,-18.643258837022017,17.776169318160914,125.36267610754145,113.56890536807472,11.793770739466723,25.589556081472605,145.16650307168302,124.47825166277046,20.688251408912564,33.59687667179983,200.1259502040107,268.12934341215345,-68.00339320814274,52.423813542016504,mm/month
1984-07-01,93.71378104733766,94.1505229408963,-0.4367418935586329,3.817874141038338,116.90258480898034,152.42521976949942,-35.522634960519085,27.358047502799153,119.87833345480156,150.7299199558009,-30.851586500999346,34.16728569285034,162.8426677926732,197.25191053712928,-34.409242744456066,41.62233412887216,120.22285957467965,176.75412938148952,-56.531269806809874,51.55395639190056,mm/month
1984-08-01,87.80420540705983,83.38150566155251,4.422699745507316,4.42470947250565,163.97808613779557,161.1811817198606,2.796904417934968,23.520472536742272,103.50666511859272,124.76630131161144,-21.25963619301872,31.505712955251223,142.09637336412092,158.7635699361388,-16.667196572017872,43.56914103918541,205.6467062948156,183.3952407075357,22.25146558727991,44.69650075755507,mm/month
1984-09-01,83.88784700104438,88.79673593165587,-4.9088889306114964,2.4599297542978,110.45505737079355,156.01100698131722,-45.55594961052367,22.691189708285343,111.0781000675316,125.91275792039194,-14.834657852860346,34.74826862771742,118.15635317002608,92.630598908017,25.525754262009073,42.77432687358884,159.24750098173072,185.69276245479304,-26.445261473062317,55.66646101447862,mm/month
1984-10-01,87.89178202469533,89.15646732716802,-1.2646853024726852,3.030172759644901,114.34562534154723,125.92020220440908,-11.574576862861846,14.050495032798691,59.85779884204131,78.09887671519384,-18.241077873152527,14.203643225045932,33.02185806653628,42.16084892328666,-9.138990856750375,17.57526767633336,100.52408040725854,110.72611180341596,-10.202031396157423,42.391590699258686,mm/month
1984-11-01,101.47791206277326,93.60893211349978,7.868979949273481,4.38082905066304,95.23891312610785,111.32046726647071,-16.08155414036287,16.265144941472634,42.57978288553623,74.66693336787704,-32.0871504823408,14.510634766797356,37.483736251999474,38.14478970788937,-0.661053455889899,21.15824179846257,100.06072394685155,102.86212799266724,-2.801404045815687,34.62151657892582,mm/month
